,umap_x,umap_y,read_cnt,bar_cnt,ncbi_id,Domain,Phylum,Class,Order,Family,Genus
79,11.979652,17.759521,4055,1,92442,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_A
80,5.112733,6.1610456,4603,1,95485,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
81,6.3639593,6.1825523,8013,1,104099,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
82,30.39124,18.764402,8564,1,105219,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
83,7.1278796,5.2023096,4070,1,106634,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalivibrionaceae,Thioalkalivibrio
84,6.7658224,3.7492423,55980,1,109790,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
85,6.97073,0.9880309,1507,1,113567,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Streptomycetaceae,Streptomyces
86,16.806488,26.059868,41872,4,113574,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
87,7.491351,5.174333,6457,1,115979,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_A,Bacillus_AC
88,7.192583,6.1786027,24093,1,120965,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Thermoguttaceae,RUG369
89,7.2385654,5.9786267,1257,1,121428,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
90,8.627556,7.7561264,165492,1,135739,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter
91,5.942776,6.473171,1990,1,135826,Bacteria,Firmicutes,Bacilli,Bacillales,Jeotgalibacillaceae,Jeotgalibacillus
92,6.786768,5.9663687,9682,1,146018,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
93,4.788404,7.576805,1583,1,146939,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azospira
94,15.088715,46.35132,135951,5,146940,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
95,10.268426,38.493065,40974,4,151985,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio
96,4.6255417,1.5050054,4142,1,152682,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
97,8.66769,5.9192705,1582,1,154654,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
98,6.6710234,5.6149592,3768,1,158899,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Collimonas
99,51.859516,171.35358,223140,18,159087,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
100,7.1473103,5.9451857,4985,1,163877,Bacteria,Proteobacteria,Bacilli,Burkholderiales,Amphibacillaceae,Virgibacillus_F
101,6.2543163,5.777876,37422,1,165186,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_D
102,6.5438538,5.66603,2157,1,165190,Bacteria,Actinobacteriota,Actinomycetia,Coriobacteriales,Coriobacteriaceae,Collinsella
103,9.048243,0.8091324,1131,1,165438,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
104,7.7215304,2.9487648,1490,1,169427,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
105,18.18996,18.762636,15560,3,172733,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG762
106,19.845757,18.050156,66984,3,179636,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alicycliphilus
107,2.2412508,10.080128,1224,1,187303,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
108,10.094706,2.2704678,2033,1,189873,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
109,66.56315,30.97368,45629,5,198252,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter
110,6.015288,6.4455414,1149,1,198312,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
111,6.3307705,5.9371443,10816,1,202752,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria
112,6.3065047,5.912636,25200,1,204773,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herminiimonas
113,7.0029864,6.2704163,11356,1,207340,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
114,7.181468,5.9229727,6106,1,211460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
115,7.2820644,5.4462786,4300,1,213588,Bacteria,Bacteroidota,Bacteroidia,Xanthomonadales,Xanthomonadaceae,Thermomonas
116,7.667517,-1.166194,3484,1,219574,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudomonas_E
117,5.9680758,6.335517,6211,1,221109,Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus
118,6.509609,6.4325333,4290,1,221126,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter
119,6.186719,5.9925404,1437,1,225324,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
120,6.06106,6.5238056,9858,1,228576,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_D,Bacillus_H
121,6.508112,5.6871405,2251,1,228956,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
122,-0.10295158,12.228917,2251,1,229007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
123,10.639494,3.843291,18388,1,229204,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
124,7.222095,5.7274075,1534,1,235986,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces_B
125,6.1388235,5.671019,7343,1,240015,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Acidobacterium
126,5.8280263,6.211054,32759,1,243230,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
127,-5851.2197,-2849.4912,19286931,809,247634,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus
128,1328.5815,3744.7498,3645045,144,247639,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus
129,3.7708747,8.550378,23678,1,265293,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
130,6.6937866,4.5797133,4000,1,272569,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula
131,7.385234,5.405893,3933,1,273063,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Sulfolobaceae,Sulfurisphaera
132,6.739775,-3.8890407,13983,1,273677,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium
133,6.71165,-3.9282455,13377,1,273678,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Stappia
134,7.323375,6.235981,68656,1,274854,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1
135,43.698467,176.37642,156617,18,281362,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
136,5.7590938,5.408447,28634,1,290052,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetivibrio_A
137,6.7524066,4.957082,7190,1,292415,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus
138,7.0663824,6.055392,5248,1,293428,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Helcococcaceae,Anaerococcus
139,8.331205,5.463111,8756,1,300028,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodococcus
140,13.945648,11.244999,4506,2,301301,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
141,4.300339,6.072382,18745,1,313594,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
142,7.3968706,6.1336827,22927,1,314256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola
143,18.472958,16.863415,3873486,3,314270,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea
144,7.2777004,3.9465685,1919,1,314275,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas
145,7.4871087,5.7271895,9513,1,314285,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Congregibacter
146,7.0047936,5.661248,8691,1,317655,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
147,6.125587,6.2699804,3359,1,325473,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Psychroserpens
148,5.2572317,6.8446665,4073,1,327160,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Accumulibacter
149,5.5928526,5.7451115,38114,1,329993,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia_A
150,6.790592,6.508299,1353,1,331869,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,BAL199
151,6.953833,5.655646,60989,1,332950,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
152,6.7965436,6.473343,1017,1,335286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum
153,6.5433054,5.2301097,8534,1,339866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Thiomonas
154,5.9710608,6.3505483,4440,1,343013,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_C
155,5.4416656,6.1970057,1839,1,351345,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
156,8.497558,5.890513,1036,1,354243,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
157,6.7358956,6.29597,10134,1,354355,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella
158,10.012146,4.3712144,7180,1,361581,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
159,9.41668,11.37151,14133,2,363844,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax
160,12.566591,12.483796,3544,1,364030,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_D
161,-0.59425753,6.3679557,11240,1,365044,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
162,1940.8329,2621.069,3696631,100,367336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
163,5.927621,6.0856285,6649,1,372781,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella
164,6.702456,4.7547846,11488,1,373672,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
165,6.045923,5.731194,9287,1,375286,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herminiimonas
166,7.4377966,5.8422866,6589,1,375451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
167,5.0344167,3.5065577,19152,1,378794,Bacteria,Firmicutes_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas
168,18.281988,-205.80826,694327,22,388401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HTCC2150
169,5.83431,5.285125,19620,1,388467,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Planktothrix
170,6.9598694,5.302465,1194,1,391616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
171,5.2359977,7.280251,7858,1,391953,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquincola
172,6.85186,5.7602086,1578,1,394096,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Hyalangium
173,7.3560634,6.484831,18850,1,400055,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina
174,7.1121016,5.517823,1600,1,401471,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Undibacterium
175,7.5447044,-0.9421445,1335,1,404407,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax
176,5.8900228,6.1715083,2820,1,405782,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Streptomycetaceae,Streptacidiphilus
177,9.235068,-25.155054,5349,1,413434,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
178,7.6103005,5.158833,2905,1,415229,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A
179,11.318434,3.414358,20096,1,415425,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
180,25.660686,132.36755,217848,13,418702,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
181,11.23641,3.470791,5036,1,428988,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
182,37.17281,55.982536,27348,3,431059,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pelomonas
183,11.905316,7.4769373,51850,2,431060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Roseateles
184,7.03733,5.863591,19937,1,435591,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
185,6.7961817,5.838774,4109,1,435897,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
186,6.364465,5.5435524,8555,1,440514,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
187,3.2450871,9.181242,1612,1,446466,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
188,5.5362377,5.70202,13227,1,453575,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas_A
189,6.1098385,6.511658,13725,1,454006,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas
190,7.1508117,5.767542,3834,1,454594,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
191,5.8569517,6.133292,11940,1,457575,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rivibacter
192,6.715713,6.5596447,1567,1,465515,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus
193,6.3722906,5.416402,6914,1,465721,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
194,290.5945,124.83149,403063,21,466038,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter
195,6.8680553,2.325012,9297,1,476552,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Streptomyces
